         4189763 function calls (3931303 primitive calls) in 425.413 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     29/2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_core_utils.py:445(count_refs)
       10    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/urllib/parse.py:505(urlunparse)
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/models.py:630(prepare_hooks)
        8    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/_ops.py:1236(__getattr__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/decoder.py:16(FwOp)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/_pep440.py:292(__init__)
      797    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/inspect.py:2699(kind)
       13    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/tempfile.py:142(rng)
        8    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/engine/llm_engine.py:562(get_tokenizer_group)
        7    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/engine/llm_engine.py:703(<listcomp>)
      785    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/_weakrefset.py:111(remove)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_config.py:156(core_config)
       10    0.000    0.000    0.000    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/attn_bias.py:1207(BlockDiagonalGappyKeysMask)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/distributed/device_communicators/cuda_wrapper.py:62(CudaRTLibrary)
        7    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_std_types_schema.py:571(mapping_like_prepare_pydantic_annotations)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/config.py:545(get_layers_block_type)
        2    0.000    0.000    0.000    0.000 {method 'keys' of 'builtins.safe_open' objects}
       27    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/sessions.py:84(<listcomp>)
        6    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/_strptime.py:219(__seqToRE)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/embedding_model_runner.py:21(ModelInputForGPUWithPoolingMetadata)
       20    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/tqdm/std.py:186(__format__)
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/utils.py:539(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/spec.py:65(__call__)
       22    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/sre_parse.py:225(__init__)
     29/2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_core_utils.py:125(_record_valid_refs)
       16    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/cuda/__init__.py:242(_lazy_call)
       38    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/_strptime.py:88(__calc_month)
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/utils.py:774(get_proxy)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/_base.py:61(_spbase)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/multiprocessing/process.py:80(__init__)
      240    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/cutlass.py:41(_uses_tensorcores)
       16    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/tqdm/std.py:1286(fp_write)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/_csc.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/distributed/utils.py:56(get_pp_indices)
     29/2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_core_utils.py:486(inline_refs)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/special/_orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/_strptime.py:80(__calc_weekday)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/threading.py:1102(_wait_for_tstate_lock)
        8    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/os.py:683(__setitem__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/_dynamo/trace_rules.py:3000(<dictcomp>)
        9    0.000    0.000    0.000    0.000 {method 'numpy' of 'torch._C.TensorBase' objects}
       23    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      445    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/_dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_dual_annealing.py:1(<module>)
       79    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       82    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/re.py:269(escape)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/model_runner.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_dsolve/_add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/linalg/_expm_frechet.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/response.py:679(_init_length)
       29    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/tokenize.py:327(find_cookie)
        7    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_std_types_schema.py:171(datetime_prepare_pydantic_annotations)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/multiprocessing/queues.py:1(<module>)
      116    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/traceback.py:309(walk_stack)
       16    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/inspect.py:301(isgeneratorfunction)
       25    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/common.py:58(register_operator)
      248    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/triton/runtime/jit.py:252(__init__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/models/interfaces.py:185(has_inner_state)
       18    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/util/timeout.py:188(clone)
        7    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/tokenization_utils_fast.py:418(set_truncation_and_padding)
        7    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/importlib/metadata/__init__.py:899(_search_paths)
       46    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/sre_compile.py:265(_compile_charset)
      741    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/inspect.py:2695(annotation)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/distributed/device_communicators/pynccl.py:104(all_reduce)
       54    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/connection.py:357(<genexpr>)
       54    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/dataclasses.py:591(<listcomp>)
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/socket.py:768(close)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/tokenization_utils_fast.py:362(_add_tokens)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/testing/_internal/composite_compliance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/utils.py:981(enable_trace_function_call_for_thread)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/importlib/metadata/__init__.py:550(discover)
       45    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/sre_parse.py:356(_escape)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/callbacks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/sp24.py:19(SparsifyBothWays)
      389    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/constants.py:314(NormMode)
       21    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/enum.py:198(<dictcomp>)
        5    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:1327(all_special_tokens_extended)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/importlib/metadata/_adapters.py:49(<listcomp>)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/cuda/random.py:122(cb)
      257    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/collections/__init__.py:1101(__getitem__)
        1    0.000    0.000    0.000    0.000 {method 'add_special_tokens' of 'tokenizers.Tokenizer' objects}
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/executor/gpu_executor.py:69(_get_worker_module_and_class)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/multiprocessing/shared_memory.py:236(unlink)
      108    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_maybeExchangeDevice}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/checkpoint.py:209(ProfileOperatorsTorchDispatchMode)
       18    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/util/url.py:100(__new__)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/utils/logging.py:147(get_logger)
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/models.py:207(register_hook)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/_lil.py:20(_lil_base)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/prompt_adapter/worker_manager.py:117(LRUCacheWorkerPromptAdapterManager)
       78    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/importlib/metadata/__init__.py:461(<genexpr>)
       21    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/logging/__init__.py:431(_format)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/re.py:314(_compile_repl)
      117    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/vocab_parallel_embedding.py:93(num_org_elements_padded)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_differentialevolution.py:1(<module>)
       22    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/utils/_paths.py:128(<genexpr>)
      412    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/_collections_abc.py:409(__subclasshook__)
       54    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/dataclasses.py:1014(<listcomp>)
        7    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/core/scheduler.py:1267(free_finished_seq_groups)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/lora/worker_manager.py:160(LRUCacheWorkerLoRAManager)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_core_utils.py:158(collect_invalid_schemas)
      107    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {method 'fill_' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/pathlib.py:1164(touch)
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/models.py:258(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_memoryStats}
       26    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/linalg/_decomp_lu.py:14(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/sugar/poll.py:18(Poller)
        1    0.000    0.000    0.000    0.000 {built-in method torch.full}
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/importlib/metadata/__init__.py:784(joinpath)
        6    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/configuration_utils.py:401(num_labels)
        6    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/model_loader/loader.py:198(DefaultModelLoader)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/adapters.py:202(__init__)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/enum.py:980(__or__)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/config.py:552(get_num_attention_layers)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/sysconfig.py:140(_safe_realpath)
      120    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/typing.py:380(__repr__)
        6    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/functools.py:479(lru_cache)
    14/12    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:2212(_extract_get_pydantic_json_schema)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/attention/selector.py:18(_Backend)
      389    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
      243    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/structures.py:58(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/quantization/schema.py:67(QuantParamSchema)
       55    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/importlib/metadata/_collections.py:20(__missing__)
       14    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/pprint.py:107(__init__)
       26    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/pathlib.py:316(touch)
       21    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/logging/__init__.py:643(usesTime)
       16    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/inspect.py:290(_has_code_flag)
       94    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/util/util.py:19(to_str)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/multiprocessing/shared_memory.py:40(_make_filename)
     29/2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_core_utils.py:161(_is_schema_valid)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generics.py:237(get_model_typevars_map)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/sre_parse.py:981(parse_template)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/attention/layer.py:15(Attention)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/dircache.py:1(<module>)
       16    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pynvml.py:984(_nvmlGetFunctionPointer)
       83    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
      323    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/dataclasses.py:395(<genexpr>)
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/models.py:85(path_url)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/executor/multiproc_worker_utils.py:98(WorkerMonitor)
       26    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/calendar.py:60(__getitem__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/seqpar.py:137(_SequenceParallelLeadingMatmul)
       21    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/sre_parse.py:85(opengroup)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/spatial/transform/_rotation_spline.py:1(<module>)
      182    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/dataclasses.py:653(_is_initvar)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/distributed/device_communicators/pynccl_wrapper.py:125(NCCLLibrary)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/attn_bias.py:39(AttentionBias)
      240    0.000    0.000    0.000    0.000 {method 'appendleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/triton_splitk.py:1098(FwOp)
        8    0.000    0.000    0.000    0.000 /home/ubuntu/plasma-converter/src/games/lean_game.py:722(is_terminal)
        8    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/tqdm/std.py:438(status_printer)
       54    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/dataclasses.py:1040(<listcomp>)
       20    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/tqdm/std.py:153(__init__)
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/functools.py:393(__get__)
        5    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/cuda/__init__.py:852(get_arch_list)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/lora/worker_manager.py:21(WorkerLoRAManager)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/utils/versions.py:37(_compare_versions)
      239    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/models.py:494(prepare_body)
        2    0.000    0.000    0.000    0.000 {built-in method posix.utime}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/utils.py:1(<module>)
     16/8    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generics.py:353(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/_cpp_lib.py:65(xFormersInvalidLibException)
        2    0.000    0.000    0.000    0.000 {numpy.random.mtrand.seed}
      473    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/inspect.py:3006(parameters)
       48    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/linalg/lapack.py:864(backtickrepl)
        8    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/numpy/core/function_base.py:497(add_newdoc)
       42    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/logging/__init__.py:912(acquire)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:1198(_union_schema)
      150    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/sre_parse.py:161(__len__)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_model_construction.py:310(inspect_namespace)
       18    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/tqdm/utils.py:187(disable_on_exception)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/quantization/base_config.py:43(method_has_implemented_embedding)
       20    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/typing.py:1107(__mro_entries__)
      113    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/sre_parse.py:287(tell)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/sugar/frame.py:1(<module>)
      323    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/dataclasses.py:1098(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/sugar/socket.py:282(bind)
      567    0.000    0.000    0.000    0.000 /home/ubuntu/plasma-converter/src/games/ast_parser.py:323(<genexpr>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/multimodal/registry.py:165(get_max_multimodal_tokens)
       20    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/enum.py:423(__getattr__)
       10    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/_pep440.py:117(parse)
       13    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/cuda/nccl.py:35(version)
       11    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/spec.py:1219(_parent)
        7    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/engine/llm_engine.py:1994(_validate_model_inputs)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/models/interfaces.py:148(HasInnerState)
       10    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/tokenization_utils_fast.py:334(convert_tokens_to_ids)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/hf_api.py:319(__post_init__)
        8    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        7    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/sequence.py:619(prompt)
      325    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/numpy/core/getlimits.py:307(_get_machar)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/vocab_parallel_embedding.py:268(_get_indices)
       18    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/cookies.py:358(update)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/ck.py:139(FwOp)
       13    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/email/feedparser.py:70(close)
      256    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/model_runner.py:358(<listcomp>)
      343    0.000    0.000    0.000    0.000 /home/ubuntu/plasma-converter/src/games/ast_parser.py:263(<genexpr>)
       45    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/structures.py:57(__iter__)
       14    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generics.py:206(get_args)
        7    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/_dynamo/trace_rules.py:3075(is_callable_disallowed)
       36    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/email/message.py:29(_splitparam)
       48    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/_strptime.py:234(<genexpr>)
       60    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/utils/_runtime.py:77(is_package_available)
      567    0.000    0.000    0.000    0.000 /home/ubuntu/plasma-converter/src/games/ast_parser.py:324(<genexpr>)
       31    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic_core/core_schema.py:3958(_dict_not_none)
       14    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/calendar.py:79(__getitem__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/exceptions.py:1(<module>)
      113    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_variadic}
