         4189763 function calls (3931303 primitive calls) in 425.413 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/enum.py:1049(<lambda>)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/concurrent/futures/_base.py:400(__get_result)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/http/client.py:884(_get_hostport)
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/model_runner.py:1013(get_max_block_per_batch)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_nonlin.py:568(GenericBroyden)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_core_utils.py:136(define_expected_missing_refs)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_differentiable_functions.py:678(IdentityVectorFunction)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/contextlib.py:738(__exit__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/array_api_compat/common/_helpers.py:303(_dask_device)
        1    0.000    0.000    0.000    0.000 <decorator-gen-0>:1(<module>)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_model_construction.py:216(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/constants/_codata.py:1563(ConstantWarning)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/executor/ray_utils.py:99(ray_is_available)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:598(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/distributed/device_communicators/shm_broadcast.py:459(<listcomp>)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/configuration_utils.py:775(<dictcomp>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/socket.py:236(__enter__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_trustregion_ncg.py:42(CGSteihaugSubproblem)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_decorators.py:437(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/packaging/version.py:432(_parse_local_version)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_shgo.py:1521(LMap)
        1    0.000    0.000    0.000    0.000 <decorator-gen-4>:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:910(SpLuInv)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/generation/configuration_utils.py:1210(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/tokenization_utils_fast.py:183(<lambda>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_basinhopping.py:258(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/config.py:583(is_embedding_model)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/encodings/ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/connection.py:266(proxy_is_forwarding)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/model_runner.py:369(gen_inter_data_builder)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/ck_splitk.py:171(FwOp_S1)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/error.py:67(ZMQBindError)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_optimize.py:111(OptimizeResult)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/config.py:706(create_config)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/inspect.py:606(getmro)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/models/__init__.py:188(is_embedding_model)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/_coo.py:748(coo_matrix)
        7    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/encodings/ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/functools.py:952(__set_name__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_shgo_lib/_vertex.py:446(FieldWrapper)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:283(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/tracing.py:45(is_otel_available)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/decorator.py:254(ContextManager)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/_testutils.py:50(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/numpy/lib/_version.py:70(<listcomp>)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/xpu/__init__.py:27(<lambda>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/error.py:76(NotDone)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/_pep440.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_nonlin.py:30(NoConvergence)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/_base.py:1328(sparray)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/multiprocessing/synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_spectral.py:11(_NoConvergence)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/_csc.py:176(csc_array)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/model_loader/loader.py:207(_maybe_download_from_modelscope)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/multiprocessing/synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:934(LuInv)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/common.py:99(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_trustregion_constr/report.py:38(SQPReport)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/linalg/_misc.py:9(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/ssl.py:1146(_check_connected)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getCompiledVersion}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/model_runner.py:858(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_dual_annealing.py:366(ObjectiveFunWrapper)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_nonlin.py:936(BroydenSecond)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/contextlib.py:337(__enter__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/_threadsafety.py:9(ReentrancyError)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_decorators.py:440(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/_utils_internal.py:118(set_pytorch_distributed_envs_from_justknobs)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/_lil.py:485(lil_array)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_decorators.py:436(<dictcomp>)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_decorators.py:438(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/config.py:644(_verify_cache_dtype)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/config.py:1090(maybe_create_spec_config)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/indexing.py:29(ScaledIndexAddBw)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/encodings/ascii.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/decorator.py:46(get_init)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/_dok.py:551(dok_array)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/distributed/distributed_c10d.py:490(default_pg)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/torch_attention_compat.py:18(is_flash_attention_available)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/fsspec/exceptions.py:8(BlocksizeMismatchError)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/_dynamo/eval_frame.py:232(nothing)
        3    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:1853(<lambda>)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/tokenization_utils_fast.py:246(<lambda>)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/packaging/version.py:459(<lambda>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/utils/import_utils.py:870(is_sentencepiece_available)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/swiglu_op.py:217(_ForwardToFunc)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/_bsr.py:644(bsr_array)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/contextlib.py:735(__enter__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/_coo.py:637(coo_array)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:2363(__init__)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_core_utils.py:508(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/attention/backends/xformers.py:41(get_state_cls)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_dsolve/linsolve.py:25(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_basinhopping.py:289(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_trustregion_constr/report.py:46(IPReport)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/special/_sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/special/_sf_error.py:13(SpecialFunctionError)
        4    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_decorators.py:439(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:592(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/connection.py:180(host)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/_pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/linalg/_matfuncs_sqrtm.py:20(SqrtmError)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/_lil.py:550(lil_matrix)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/_csr.py:307(csr_array)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/_base.py:15(SparseWarning)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/models/utils.py:250(<listcomp>)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/indexing.py:36(IndexSelect)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/prompt_adapter/layers.py:13(PromptAdapterMapping)
        2    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/main.py:671(__pydantic_init_subclass__)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/core/block/interfaces.py:194(NoFreeBlocksError)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/distributed/device_communicators/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.length_hint}
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_linesearch.py:23(LineSearchWarning)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/_dia.py:438(dia_array)
        1    0.000    0.000    0.000    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/config.py:1780(get_served_model_name)
